text,label,label_id,dialect,sarcasm,text_clean
@ArabiaWeatherJo  من #طقس_العرب https://t.co/BIGs5DMkvV,negative,1,4,0,من طقس العرب
فرنسا قلبت علينا لو متابع بسبب سوريا و روسيا مش حليف الباقيين غير مؤثرين .. مفيش غير الصين https://t.co/6gejsN9dWq,negative,1,2,0,فرنسا قلبت علينا لو متابع بسبب سوريا و روسيا مش حليف الباقيين غير مؤثرين مفيش غير الصين
قالها شبل من أشبال حلبإذاكنتم جيش الأسد فنحن جيش الواحد الأحد ثورتنا كالصلاة تبدأ بالتكبير وتنتهي بالشهادة#ستبقى_حلب#ستنتصر_حلب#حلب_تباد,negative,1,4,0,قالها شبل من اشبال حلباذاكنتم جيش الاسد فنحن جيش الواحد الاحد ثورتنا كالصلاه تبدا بالتكبير وتنتهي بالشهادهستبقا حلبستنتصر حلبحلب تباد
RT @abu_sulttan1: سيسي وتبقى يالخمامه سيسيو قيمـة ركوبك بالدراهم تُـدفـع !عاهر سيـاسه باطل التأسيسيترفع لمن يدفع  ! و لا بك منفـع  #الس…,positive,0,0,1,سيسي وتبقا يالخمامه سيسيو قيمـه ركوبك بالدراهم تـدفـع عاهر سيـاسه باطل التاسيسيترفع لمن يدفع و لا بك منفـع الس
شاهد دقة الـ 4K  مع كاميرا هاتف غوغل بيكسلhttps://t.co/9zHTOLtWEn,negative,1,0,0,شاهد دقه الـ مع كاميرا هاتف غوغل بيكسل
هزيمة اليمين المتطرف في انتخابات #النمسا... لا يبدو أن موضة اليمين سوف تستمر كثيرا في اوروبا,negative,1,4,0,هزيمه اليمين المتطرف في انتخابات النمسا لا يبدو ان موضه اليمين سوف تستمر كثيرا في اوروبا
RT @Elbeyrag: أبل ردا على الخرينج : بدأنا إجراءات التخطيط والتصميم لجنوب عبدالله المبارك تمهيدا للتوزيع https://t.co/SCLluCaOgy,negative,1,4,0,ابل ردا علا الخرينج بدانا اجراءات التخطيط والتصميم لجنوب عبدالله المبارك تمهيدا للتوزيع
"سامي الجابر يتحمل كل شيء لأنه اعطي الصلاحية كاملة،مين يختار اللعيبة والتشكيلة ومين يضع التكتيك ""اذا كان فيه تكتيك",negative,1,4,0,سامي الجابر يتحمل كل شيء لانه اعطي الصلاحيه كامله،مين يختار اللعيبه والتشكيله ومين يضع التكتيك اذا كان فيه تكتيك
#اسكندرية : محطة الرمل زمان أو دلوقت دايما جميلة :),neutral,2,0,0,اسكندريه محطه الرمل زمان او دلوقت دايما جميله
دونالد ترامب خااااااارب الدنيا حالا😂😂جايب 4 بنات حالا واحده بتقول بيل كلينتون اغتصبها والتانيه بتقول ههدوها متتكلمش عشان هيلاريبرشاااااام,positive,0,0,1,دونالد ترامب خارب الدنيا حالا جايب بنات حالا واحده بتقول بيل كلينتون اغتصبها والتانيه بتقول ههدوها متتكلمش عشان هيلاريبرشام
@Yaqoobzz حاليا نوفاك قبله نادال قبلهم فيدرر الافضل على الاطلاق,neutral,2,4,0,حاليا نوفاك قبله نادال قبلهم فيدرر الافضل علا الاطلاق
جو سقعه غريب تحضير اكل جو بيض #talk #about #Christmas https://t.co/iOgyj9PIsQ,negative,1,0,0,جو سقعه غريب تحضير اكل جو بيض
لا وقت للرياضة خلال #الأعياد... إليكم الحلول!@aljoumhouria https://t.co/uAFZCCiOsb#workout #exercise #holidays #Christmas #NewYear,negative,1,4,0,لا وقت للرياضه خلال الاعياد اليكم الحلول
"@sonicc1234 @saudigamerبتنزل على البي سي""ويندوز 10""",negative,1,0,0,علا البي سي ويندوز
ياأهل #حلب لكم الله ، لا ناصر لكم سواهالنصر آت لا محالة وبقاء الظالم مستحيلاليوم منها تخرجونو غداً تأتونهم بجيش… https://t.co/DBNCzulWUV,negative,1,4,0,يااهل حلب لكم الله ، لا ناصر لكم سواهالنصر ات لا محاله وبقاء الظالم مستحيلاليوم منها تخرجونو غدا تاتونهم بجيش
علم ابنك القرآن وسوف يعلمه القرآن كل شي #علموا_أولادكم #علم,neutral,2,4,0,علم ابنك القران وسوف يعلمه القران كل شي علموا اولادكم علم
نقسم بالله العظيم على أن لا نعترف لحظة واحدة بالإنقلاب العسكري وأن لا نتوقف عن مقاومته و أن لا يهنئ أو يستقر حكم مصر للإنقلاب…,positive,0,4,0,نقسم بالله العظيم علا ان لا نعترف لحظه واحده بالانقلاب العسكري وان لا نتوقف عن مقاومته و ان لا يهنئ او يستقر حكم مصر للانقلاب
RT @Dr_alqarnee: يا دعاة الإسلام أزمة الأمة، ومشكلة الأمة، ومصيبة الأمة الآن في توحيدها لربها.#التوحيد_أولاً#عائض_القرني https://t.co/u4b…,positive,0,4,0,يا دعاه الاسلام ازمه الامه، ومشكله الامه، ومصيبه الامه الان في توحيدها لربها التوحيد اولاعائض القرني
#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير,neutral,2,4,0,اليوم العالمي للغه العربيه يفترض لها كل يوم وكل ساعه؟ لغه القران الذي نتلوه يوميا لغه التعليم المدرسي لغه العبادات لغه امه الخير
@Bebaalsharif اللي بيحصل_ميريام فارس,negative,1,0,0,اللي بيحصل ميريام فارس
@Taqsed عندكم اقساط جوال ايفون 7 كم سعره وكم اقساط شهريا,negative,1,0,0,عندكم اقساط جوال ايفون كم سعره وكم اقساط شهريا
@AlArab_Qatar @alqaradawy @iumsonline مناحة عاملين الإقطاعيين والإخونجية على تحرير حلب من نجاسة جبهة النصرة وحلفائها 😏✌️️✌️️,positive,0,4,1,مناحه عاملين الاقطاعيين والاخونجيه علا تحرير حلب من نجاسه جبهه النصره وحلفائها
القبض على المتحدث باسم حزب #الحرية_والعدالة #محمد_ع,negative,1,4,0,القبض علا المتحدث باسم حزب الحريه والعداله محمد ع
#ميشيل_تويني: كيف تم إخفاء معالم من موقع التفجير عند إغتيال #جبران_تويني ومن المسؤول ولماذا لم يُحرّك الملف كل هذا الوقت؟@MichelleTueini,positive,0,4,0,ميشيل تويني كيف تم اخفاء معالم من موقع التفجير عند اغتيال جبران تويني ومن المسؤول ولماذا لم يحرك الملف كل هذا الوقت؟
العميد اسعد الزعبي..  اليوم هناك خسارة في المعنوية ونرى الخلاف بين الملالي وبشار الاسد وبين روسيا   #StandWithAleppo https://t.co/FxnqCGzLXK,negative,1,4,0,العميد اسعد الزعبي اليوم هناك خساره في المعنويه ونرا الخلاف بين الملالي وبشار الاسد وبين روسيا
شقيق بوسكيتس يعمل بوابا في برشلونةhttps://t.co/raBYNq9i45 https://t.co/eoaLTseJkM,negative,1,4,0,شقيق بوسكيتس يعمل بوابا في برشلونه
RT @20fourMedia: #غوغل تتحدى أبل وأمازون بأجهزة جديدةhttps://t.co/lonD0nImA0 https://t.co/YQ9Da5gvBL,negative,1,4,0,غوغل تتحدا ابل وامازون باجهزه جديده
مجلس الأمن يقر بالإجماع على نشر مراقبين دوليين في حلب واحياءها الشرقية…من يضمن حيادية المراقبينولماذا وافقت روسيا على وجودهم لمدةغير محددة,negative,1,4,0,مجلس الامن يقر بالاجماع علا نشر مراقبين دوليين في حلب واحياءها الشرقيه من يضمن حياديه المراقبينولماذا وافقت روسيا علا وجودهم لمدهغير محدده
سعد في ذكرى جبران تويني: العدالة ستتحقق مهما اشتد بطش انظمة الجريمة - https://t.co/sOHnrd8S0L https://t.co/FIAkbO0bXM,negative,1,4,0,سعد في ذكرا جبران تويني العداله ستتحقق مهما اشتد بطش انظمه الجريمه
@vip999888777666 @kk_alsadi هل تعلم ان كلب بريطانيا عبدالانجليز كان يتقاضى راتب من الانجليز 🙄 باعتراف ابنه طلال على قناة الجزيرة,positive,0,4,1,هل تعلم ان كلب بريطانيا عبدالانجليز كان يتقاضا راتب من الانجليز باعتراف ابنه طلال علا قناه الجزيره
إدارة مكتبة اسكندرية الوسخة فصلت #عمر_حاذق المعتقل في مظاهرات محاكمة قتلة #خالد_سعيد #الحرية_للجدعان,positive,0,0,1,اداره مكتبه اسكندريه الوسخه فصلت عمر حاذق المعتقل في مظاهرات محاكمه قتله خالد سعيد الحريه للجدعان
@Lionel__FCB انا اقول واحد يلبس شورت ميسي وتمشي الامور,positive,0,0,1,انا اقول واحد يلبس شورت ميسي وتمشي الامور
خلاصة كلامي: خايف من انفراد فصيل سياسي بالسلطة؟ انضم لحزب ينافسه وابذل جهدك لنجاح الحزب في انتخابات مجلس الشعب القادمة والفرص فعلا متاحة,positive,0,0,0,خلاصه كلامي خايف من انفراد فصيل سياسي بالسلطه؟ انضم لحزب ينافسه وابذل جهدك لنجاح الحزب في انتخابات مجلس الشعب القادمه والفرص فعلا متاحه
سيلفي للفنانة 👇الذهبية #نوال_الزغبي @NawalElZoghbi باطلالة رقيقة جميلة صباح اليوم 💋❤🌹صباح الخير 😍 https://t.co/r5UMIAhRnd,neutral,2,4,0,سيلفي للفنانه الذهبيه نوال الزغبي باطلاله رقيقه جميله صباح اليوم صباح الخير
فلاديمير بوتين: تضخم روسيا فى 2016 سيكون الأدنى منذ 25 عاما https://t.co/sc7ql3ijFK,negative,1,0,0,فلاديمير بوتين تضخم روسيا فا سيكون الادنا منذ عاما
الحب كلو 😻💘#نادين_نسيب_نجيم #ملكة_الهيبة #الهيية_الندونية #الهيبة_نادين_نسيب_نجيم #الهيبة #رمضان_٢٠١٧ @nadinenjeim https://t.co/fL1UMjbrth,neutral,2,2,0,الحب كلو نادين نسيب نجيم ملكه الهيبه الهييه الندونيه الهيبه نادين نسيب نجيم الهيبه رمضان ٢٠١٧
إعلان لـ الشركة العربية للنقل والتجارة تعلن فيه عن رحلات بين #مصر و #فلسطين يومياً عام 1947 م https://t.co/maM4ZxSazG,negative,1,2,0,اعلان لـ الشركه العربيه للنقل والتجاره تعلن فيه عن رحلات بين مصر و فلسطين يوميا عام م
الشكر ليك انت#مات_ضمير_العالم#ستبقي_حلب#حلب_تباد https://t.co/FQJ5SIWSkE,positive,0,4,0,الشكر ليك انتمات ضمير العالمستبقي حلبحلب تباد
"نتيجة الانقسامات وتدهور الاقتصاد.. "" #الأمم_المتحدة "" تحذر من حرب أهلية بـ #جنوب_السودان#مصريات https://t.co/thJU8WvIWp",negative,1,4,0,نتيجه الانقسامات وتدهور الاقتصاد الامم المتحده تحذر من حرب اهليه بـ جنوب السودانمصريات
الاعتداء على الثوار غير مقبول ويعبر عن سياسات تنتمى للعهد البائد نطلب محاسبة المسئولين عن جريمة أمس وسرعة الاستجابة لمطالب الثورة,positive,0,4,0,الاعتداء علا الثوار غير مقبول ويعبر عن سياسات تنتما للعهد البائد نطلب محاسبه المسئولين عن جريمه امس وسرعه الاستجابه لمطالب الثوره
"#تشاهدون_اليوم الخميس: * كأس العالم للأندية ""نصف النهائي"":- #ريال_مدريد x كلوب أمريكا 1.30ظ بصوت حفيظ دراجي beIN 1 HD",negative,1,4,0,تشاهدون اليوم الخميس كاس العالم للانديه نصف النهائي ريال مدريد كلوب امريكا ظ بصوت حفيظ دراجي
الصحافة العالمية ومحاكمة مرسي او جلوبو البرازيلية: مرسي متحديا ومعلنا نفسه الرئيس الشرعي الوحيد ويرفض ارتداء زي,negative,1,4,0,الصحافه العالميه ومحاكمه مرسي او جلوبو البرازيليه مرسي متحديا ومعلنا نفسه الرئيس الشرعي الوحيد ويرفض ارتداء زي
سيانوجين تتخلى عن تطوير رومات أندرويد كاملة: سيانوجين مود الذي نعرفه لن يستمر، تغيير كبير في استراتيجية الشرك... https://t.co/mptrhzMKsi,negative,1,4,0,سيانوجين تتخلا عن تطوير رومات اندرويد كامله سيانوجين مود الذي نعرفه لن يستمر، تغيير كبير في استراتيجيه الشرك
بشار الأسد يرفع رسوم ” الإقامة ” في سوريا ! - https://t.co/bmCY2fOEJe https://t.co/lZ0BPViXUZ,positive,0,4,0,بشار الاسد يرفع رسوم الاقامه في سوريا
مشاء الله امطار الخير الان على الغالية #بنغازي اللهم صيبا نافعا يا رب اللهم اجعله بردا و سلامه على جنودنا المرابطين في الجبهات,neutral,2,4,0,مشاء الله امطار الخير الان علا الغاليه بنغازي اللهم صيبا نافعا يا رب اللهم اجعله بردا و سلامه علا جنودنا المرابطين في الجبهات
#سيدنا_النبي كان طيب الرائحة، وإذا صافحه أحد ظل بيده عطره سائر اليوم صلى الله عليك يا سيدي يا رسول الله,neutral,2,4,0,سيدنا النبي كان طيب الرائحه، واذا صافحه احد ظل بيده عطره سائر اليوم صلا الله عليك يا سيدي يا رسول الله
بالصور ـ رماد #كاسترو يزور ضريح تشي #غيفاراhttps://t.co/Ds0QaPKk9T#castrofidel #cheguevara https://t.co/wAiFzj3EYF,negative,1,4,0,بالصور ـ رماد كاسترو يزور ضريح تشي غيفارا
@_adaziz في موقع اسمه يلا شوت،ادخل عليه من غوغل تلاقي كل مباريات العالم وبالجودة الي تريدها,negative,1,0,0,في موقع اسمه يلا شوت،ادخل عليه من غوغل تلاقي كل مباريات العالم وبالجوده الي تريدها
[ فيسبوك ]تحديث BUCKAROO بصورة لكوانغسو و نارا من اجل الكريسماس ☃️ https://t.co/Clq3ybfkGr,negative,1,4,0,فيسبوك تحديث بصوره لكوانغسو و نارا من اجل الكريسماس
سمعتها كتير بس اول مرة احسها وافهمها وعرف انها حلوه اووى كدا اغنية #شيرين انا كلى ملكك,neutral,2,0,0,سمعتها كتير بس اول مره احسها وافهمها وعرف انها حلوه اووا كدا اغنيه شيرين انا كلا ملكك
#أخبار_الاردن | #ترامب و #ستولتنبرغ يبحثان مستقبل #الناتو https://t.co/CfdhHkwdFf,negative,1,4,0,اخبار الاردن ترامب و ستولتنبرغ يبحثان مستقبل الناتو
مكتوبه ليك ،،موعوده بيك من قبل ما تقابل معاك 💕  #استمع الى ”مكتوبه ليك“ من اليسا على #أنغامي https://t.co/MrlX1CMijc  #اليسا 🎧🎼🎤,neutral,2,0,0,مكتوبه ليك ،،موعوده بيك من قبل ما تقابل معاك استمع الا مكتوبه ليك من اليسا علا انغامي اليسا
الجزيرة - عاجل @AJABreaking 2- عاجل | #لافروف: #الولايات_المتحدة سحبت اقتراحها حول #حلب ووعدت بتقديم مقترحات جديدة,negative,1,4,0,الجزيره عاجل عاجل لافروف الولايات المتحده سحبت اقتراحها حول حلب ووعدت بتقديم مقترحات جديده
السعودية تنفرد بالقمة وأول انتصار لقطر والعراق https://t.co/Yczh5EO8Fs,neutral,2,4,0,السعوديه تنفرد بالقمه واول انتصار لقطر والعراق
#السعووديات_مرهلاتساعات نسائيه ماركة غوتشي،مع الاساور والخواتم وكرت الضمان فقط بـ250 ريال https://t.co/UwHO829lIX,negative,1,1,0,السعووديات مرهلاتساعات نسائيه ماركه غوتشي،مع الاساور والخواتم وكرت الضمان فقط بـ ريال
RT @ssa_at: كان طائفة من السلف يصومون عاشوراء في السفر، قال الزهري: رمضان له عدة من أيام أخر، وعاشوراء يفوت، ونصّ أحمد على أنه يصام في السف…,negative,1,4,0,كان طائفه من السلف يصومون عاشوراء في السفر، قال الزهري رمضان له عده من ايام اخر، وعاشوراء يفوت، ونص احمد علا انه يصام في السف
في #القدس المحتل تحدواالصهاينة وأعلنوا الأذان من فوق أسطح بيوتهم وببلادالحرمين نجد ثلة من السفهاءيطالبون بالإيقاف #اوقفوا_مكبرات_صوت_المساجد,positive,0,4,1,في القدس المحتل تحدواالصهاينه واعلنوا الاذان من فوق اسطح بيوتهم وببلادالحرمين نجد ثله من السفهاءيطالبون بالايقاف اوقفوا مكبرات صوت المساجد
#سوريابقي نحو 10 آلاف بين مسلحين وعائلات ينتظرون الخروج من الأحياء الشرقية لـ #حلب,negative,1,4,0,سوريابقي نحو الاف بين مسلحين وعائلات ينتظرون الخروج من الاحياء الشرقيه لـ حلب
الفيتو الصيني الأخير في مجلس الأمن .. ما وراءه؟https://t.co/twMtIAZGAa#سوريا #الصين https://t.co/LToNko06Rq,negative,1,4,0,الفيتو الصيني الاخير في مجلس الامن ما وراءه؟ الصين
@majed7aa مرحبا اخي. أنا آسف ولكن لم أتمكن من ترجمة ذلك سقسقة مع مترجم جوجل وأنا لا أعرف العربية.   @yemeni_mhenk,negative,1,4,0,مرحبا اخي انا اسف ولكن لم اتمكن من ترجمه ذلك سقسقه مع مترجم جوجل وانا لا اعرف العربيه
الشيدرات الجديدة 🔥#ديستني #دستني #destiny #the_dawning #Christmas https://t.co/DLDDcorfPC,negative,1,0,0,الشيدرات الجديده ديستني دستني
أعطي رسول الله  المرأة مكانة عالية وجعل لها دور كبير في المجتمع شاهد لتعرف  #يوم_المرأة_العا…,negative,1,4,0,اعطي رسول الله المراه مكانه عاليه وجعل لها دور كبير في المجتمع شاهد لتعرف يوم المراه العا
أوباما يبحث مع مساعديه خيار القوة في سوريا: يلتقي اليوم الرئيس الأميركي باراك أوباما مجلسه للأمن القومي لبحث ... https://t.co/oabh3G5mbJ,negative,1,4,0,اوباما يبحث مع مساعديه خيار القوه في سوريا يلتقي اليوم الرئيس الاميركي باراك اوباما مجلسه للامن القومي لبحث
"بعد رفض ضياء رشوان (قطة النظام) تعديلات الدستور التى تجاهلت مقترحات نقابة الصحفيين, انتظروا فتح قضية قديمة لرشوان او اولاده, هتسكت ولا نذيع",negative,1,4,0,بعد رفض ضياء رشوان قطه النظام تعديلات الدستور التا تجاهلت مقترحات نقابه الصحفيين انتظروا فتح قضيه قديمه لرشوان او اولاده هتسكت ولا نذيع
براءة مبارك في قتل المتظاهرين كانت في جلسة 15 أبريل 2013 يعني في عز حكم الإخوان ولم يتم الإستئناف,negative,1,0,0,براءه مبارك في قتل المتظاهرين كانت في جلسه ابريل يعني في عز حكم الاخوان ولم يتم الاستئناف
بمعنى اخر #ميشال_عون ما زال أسير ماضيه بفعل بعض البطانة، واذا لم يستدرك الامر فان بقية القوى السياسية قد تعود لمناقشة الماضي إياه.,negative,1,4,0,بمعنا اخر ميشال عون ما زال اسير ماضيه بفعل بعض البطانه، واذا لم يستدرك الامر فان بقيه القوا السياسيه قد تعود لمناقشه الماضي اياه
وصل الإفلاس بالإخوان إلى حد فبركة تصريحات على لسان المفكر الأمريكي ناعوم تشومسكي تبرر تخبط قرارات رئيسهم لكنهم إتفضحوا فضيحة المتطاهر,positive,0,0,1,وصل الافلاس بالاخوان الا حد فبركه تصريحات علا لسان المفكر الامريكي ناعوم تشومسكي تبرر تخبط قرارات رئيسهم لكنهم اتفضحوا فضيحه المتطاهر
وهاب عبر تويتر: وجود سليم جريصاتي في العدل مع دعم الرئيس عون قد يسمح بتنظيف القضاء#وهاب #لبنان #اللواء,negative,1,4,0,وهاب عبر تويتر وجود سليم جريصاتي في العدل مع دعم الرئيس عون قد يسمح بتنظيف القضاءوهاب لبنان اللواء
الجامعة العربية تدين العمل الإرهابي بالكرك الأردنية https://t.co/UhbP3caImJ,neutral,2,4,0,الجامعه العربيه تدين العمل الارهابي بالكرك الاردنيه
RT @Rymyh_24: #السعوديه_الامارات #المنتخب_السعودى#فهد_المولد سيلفي ميسي مع هدف صديقه فهد المولد 😁👍🏻⚽️ https://t.co/5pUfX843HI,neutral,2,1,0,السعوديه الامارات المنتخب السعودافهد المولد سيلفي ميسي مع هدف صديقه فهد المولد
بالفيديو: #جبران_تويني.. الحلم ما بيموتhttps://t.co/8X1cvPQpbN@tonyabinajem @RoulaHaddad77 @FondationGt… https://t.co/nk01r3O4Tp,negative,1,2,0,بالفيديو جبران تويني الحلم ما بيموت
وقالو سعيدة في حياتها 😣 #إليسا,positive,0,0,0,وقالو سعيده في حياتها اليسا
@saadhariri  الرئيس  #سعد_الحريري في ذكرى  #جبران_تويني:  نبقى موحدين دفاعا عن وطننا، وفاء ل ١٤ آذار ٢٠٠٥ ولكل شهدا… https://t.co/6SMnzbGAgY,negative,1,4,0,الرئيس سعد الحريري في ذكرا جبران تويني نبقا موحدين دفاعا عن وطننا، وفاء ل ١٤ اذار ٢٠٠٥ ولكل شهدا
السياسة الكويتية :رجوي محذرة الغرب: التجارة مع نظام طهران تساعده في تصدير الحرب والقتل https://t.co/1mjip6nwYJ #القدس #حلب #uae,negative,1,4,0,السياسه الكويتيه رجوي محذره الغرب التجاره مع نظام طهران تساعده في تصدير الحرب والقتل القدس حلب
@Ayman_Alatar كل سنة وهي سفيرتنا للنجوم 🌹 ويسلم هالصوت يا نجمنا يا احلى صوت غنى لفيروز #فيروز_العيد #عيد_الدني #من_قلبي_سلام_لفيروز #فيروز,neutral,2,1,0,كل سنه وهي سفيرتنا للنجوم ويسلم هالصوت يا نجمنا يا احلا صوت غنا لفيروز فيروز العيد عيد الدني من قلبي سلام لفيروز فيروز
@BBCArabic العرب صامتون صمتا مخجلا لا يقل خجلا عن صمت المجتمع الدولي..للاسف المال الخليجي اصبح لا يشتري المذاهب والطوائف فقط بل الصمت الدولي,positive,0,4,0,العرب صامتون صمتا مخجلا لا يقل خجلا عن صمت المجتمع الدولي للاسف المال الخليجي اصبح لا يشتري المذاهب والطوائف فقط بل الصمت الدولي
تحدثنا عن هذا الكتاب الجميل عن خروج المصريين على السلاطين في وقت كان الحديث فيه عن خنوع المصريين موضةهذا الجزء الأول,negative,1,4,0,تحدثنا عن هذا الكتاب الجميل عن خروج المصريين علا السلاطين في وقت كان الحديث فيه عن خنوع المصريين موضههذا الجزء الاول
إنت فاكر إن متابعتك لأفلامي أهم من بلدي؟ في ستين ألف داهية وإوعى ترجع في كلامك قبل ما تعتذر على جهلك,positive,0,0,0,انت فاكر ان متابعتك لافلامي اهم من بلدي؟ في ستين الف داهيه واوعا ترجع في كلامك قبل ما تعتذر علا جهلك
RT @yase10_elmasre1: هاشتاج #الاخونجيه بتاع وقف امدادات النفط ل #مصر مصدره #بريطانيا و #اسكتلندا وصخلان #اردوغان ينبحون من الشرق الاوسط 😂😂😂…,positive,0,4,1,هاشتاج الاخونجيه بتاع وقف امدادات النفط ل مصر مصدره بريطانيا و اسكتلندا وصخلان اردوغان ينبحون من الشرق الاوسط
هدخل الامتحان بأيموشن وش استغراب ع استهبال #عادل_امام,negative,1,0,1,هدخل الامتحان بايموشن وش استغراب ع استهبال عادل امام
"ابن ميريام فارس يشعل ""انستغرام"" بطرافته (فيديو)https://t.co/DQFV2qpgkB https://t.co/mNwapb6W0O",negative,1,4,0,ابن ميريام فارس يشعل انستغرام بطرافته فيديو
تشوركين ردا على سؤال ⁧#الجزيرة⁩#كيري هو من أطلق النقاش والتدابير حول انسحاب كل المقاتلين من #حلب وعدم اقتصار ذلك على النصرةوليس  #لافروف,negative,1,4,0,تشوركين ردا علا سؤال الجزيره كيري هو من اطلق النقاش والتدابير حول انسحاب كل المقاتلين من حلب وعدم اقتصار ذلك علا النصرهوليس لافروف
RT @sport4allsport: Sky Sports هدف نادي توتنهام الانجليزي في يناير القادم هو اللاعب الاسباني ايسكو لاعب ريال مدريد https://t.co/t0q9tkb8mA,negative,1,4,0,هدف نادي توتنهام الانجليزي في يناير القادم هو اللاعب الاسباني ايسكو لاعب ريال مدريد
RT @XxiiCL: @larryfeelslove_ @badgalfouz اما بيونسيه مدري 🤔 https://t.co/dTa4tdGgUL,negative,1,1,0,اما بيونسيه مدري
RT @twit_4arab: موقف مرسي من القضية السوريةهذا مع مجموعته وصلوا للحكم بدعوىالتدين الشريعة الجهاد/الإسلام #ايقاف_امداد_مصر_بالنفطhttps:/…,positive,0,4,0,موقف مرسي من القضيه السوريههذا مع مجموعته وصلوا للحكم بدعواالتدين الشريعه الجهاد الاسلام ايقاف امداد مصر بالنفط
RT @mustafa_agha: جيني أسبر للصدى: أشجع برشلونة .. وميسي أشطر .. لكن رونالدو أحلىhttps://t.co/U86ts1IKVr#صدى_الملاعب,negative,1,4,0,جيني اسبر للصدا اشجع برشلونه وميسي اشطر لكن رونالدو احلا
أوباما يلتقي مجلس الأمن القومي الأمريكي لبحث القضية السورية: العهد نت يلتقي الرئيس الأميركي باراك أوباما اليو... https://t.co/5pIeNPP9gO,negative,1,4,0,اوباما يلتقي مجلس الامن القومي الامريكي لبحث القضيه السوريه العهد نت يلتقي الرئيس الاميركي باراك اوباما اليو
RT @ChababsTweet: مصانع #أبل بدأت العمل رسميًا على جهاز #أيفون8، فأين أيفون 7اس؟  https://t.co/ZQ0N1BnfKR  #تكنولوجيا https://t.co/9IR0U9…,negative,1,4,0,مصانع ابل بدات العمل رسميا علا جهاز ايفون ، فاين ايفون اس؟ تكنولوجيا
شاهد - آخر كلام: جمعة الغضب لا تزال في الذاكرة #,negative,1,4,0,شاهد اخر كلام جمعه الغضب لا تزال في الذاكره
لجنة فاروق أبوزيد مثال صارخ لنظام يقوم على وأد الحريات سنكسر حاجز الخوف #,positive,0,0,0,لجنه فاروق ابوزيد مثال صارخ لنظام يقوم علا واد الحريات سنكسر حاجز الخوف
RT @rahimmoheby: #إيران.. إعتقال الشباب من أهل #السنة في المناطق الكردية. #الاعتقال #القمع https://t.co/ec8MZJCFIS  https://t.co/fMZ5onERLk,positive,0,4,0,ايران اعتقال الشباب من اهل السنه في المناطق الكرديه الاعتقال القمع
هل تعلمون أكثر شئ تلمسته أن #عاصفة_الحزم و #السعودية جعلت الروافض في #العراق يلطمون على الحوثي و عفاش و قبلهم #أمريكا و #أيران و رمم المتحدة,negative,1,4,0,هل تعلمون اكثر شئ تلمسته ان عاصفه الحزم و السعوديه جعلت الروافض في العراق يلطمون علا الحوثي و عفاش و قبلهم امريكا و ايران و رمم المتحده
#اليمنية| إعتراض صاروخ باليستي أطلقه الحوثيون باتجاه مدينة مأربhttps://t.co/2TB9wNsTvn#التحالف_العربي_سند_اليمن… https://t.co/BSpVLvNpB3,negative,1,4,0,اليمنيه اعتراض صاروخ باليستي اطلقه الحوثيون باتجاه مدينه مارب
الامارات دفعت للانقلاب 8 مليار دولار لاسقاط مرسي وايقاف مشروع قناة السويس وكسبت 100 مليار من الانتفاع بالمشروع لنفسها,positive,0,4,0,الامارات دفعت للانقلاب مليار دولار لاسقاط مرسي وايقاف مشروع قناه السويس وكسبت مليار من الانتفاع بالمشروع لنفسها
غالبا كل الاخونجية والاسلاميين يؤيد هيلاري كلنتون وينقولون أخبار تفوقها بالاستطلاعات مثل منظمة كير الاخوانية@CAIRNational,negative,1,0,1,غالبا كل الاخونجيه والاسلاميين يؤيد هيلاري كلنتون وينقولون اخبار تفوقها بالاستطلاعات مثل منظمه كير الاخوانيه
عن ألف صٌوت ، أنا أعشق نبرتك..😘✨❤️#رامي_عياش #ramyayach @RamyAyach https://t.co/43gaxOoqzH,negative,1,4,0,عن الف صوت ، انا اعشق نبرتك رامي عياش
تطبيق الشريعة,negative,1,4,0,تطبيق الشريعه
على فكرة الخطاب ماكانش طائفيو هو بيتكلم عن الاخوان كجماعة سياسية تستخدم الدين على حد قوله في لاغراضها،الطائفية لما يهاجم دين,negative,1,0,0,علا فكره الخطاب ماكانش طائفيو هو بيتكلم عن الاخوان كجماعه سياسيه تستخدم الدين علا حد قوله في لاغراضها،الطائفيه لما يهاجم دين
الأحمري المتجنس في #قطر يستمر في #تحريض الفتنة في #مصر، ويشبه قواتها الباسلة بجيش الاحتلال الفرنسي!!! …,positive,0,4,1,الاحمري المتجنس في قطر يستمر في تحريض الفتنه في مصر، ويشبه قواتها الباسله بجيش الاحتلال الفرنسي
راسك برضو يا حوده #انتخبوا_العرص #فيفي_عبده,positive,0,0,1,راسك برضو يا حوده انتخبوا العرص فيفي عبده
"صحيفة الوطن المصرية/ #الوطن| عاجل| وصول #عادل_إمام لتقديم العزاء في ""#الساحر"" https://t.co/fW4jLcM3IL",negative,1,4,0,صحيفه الوطن المصريه الوطن عاجل وصول عادل امام لتقديم العزاء في الساحر
