dialect,sarcasm,sentiment,original_sentiment,tweet,source
4,0,1,1,في بيت حسن الموسوي و يلدا👏🏼#mannequinchallenge https://t.co/drxW0cLvCx,semeval
4,0,0,0,روزاليوسف- تحقيق الزميل / رضا رفعت كوارث استخدام الفحم في مصر #أوقفوا_الفحم,astd
4,0,1,1,#الوطن| أمين عام #الناتو: نتطلع للعمل مع إدارة دونالد #ترامب  https://t.co/E8nzeLrCps,semeval
0,0,2,2,@RamyAyach حكاية جايي تحتل المرتبة الاولى على عرش الاغنية العربية 😍❤برافو امير 👏👏👏عمل بنفتخر فيه 😍😍#امير_الليل… https://t.co/zQ2LsbyPTe,semeval
4,0,2,1,ڤيديو كوميدي || آحتفال المانيكان بين فاردي و آحمد الشيخ 😀😄 https://t.co/zGk9YwZ1Pd,semeval
0,0,2,2,) ! #اولاد_ميت_عقبه #الزمالك #حب_الابيض_غير …,astd
4,0,0,1,"متحدث #الحرية_والعدالة : عملي مع #الإخوان ""سبوبة"" والنيابة تأمر بحبسه ميمو",astd
4,0,1,0,عادة ما يطلق على من يترك دراسته بالجامعة بالشخص الفاشل. ويندوز، أبل، تويتر، فيسبوك، أوراكل، واتساب، أوبر، وغيرها كث… https://t.co/sblZsrHU2X,semeval
0,0,2,1,"عدم السماح لغير المنتمين الازهر الشريف اعتلاء منابر المساجد ""كفاية عك"" #في_حاجة_صح",astd
4,0,0,0,قاربت السنه علي ابشع مجزرة في التاريخ الانساني #فض_اعتصام_رابعة و العين مليئة بالحسرة و يمزجها الامل و الصبر علي,astd
4,0,0,0,كل هذه التحركات من #السعوديةوإدارة #كيري هي محاولات يائسةلإخراجها من فشلها في حرب #اليمنبماء الوجه قبل تسلم #ترامبمن سيذبح #البقرة قريبا,semeval
2,1,0,0,رحت بسجل بنادي بس كلاسات رقص وايروبيك بدون سباحة قالت لي 6000 والله لو أنك بتطلعيني بيونسيه :(,semeval
2,0,1,0,هل الناتو صادق فيما يقول https://t.co/iDCAMJz37y #سبوتنيك #فلسطين #القدس,semeval
4,0,0,0,RT @M__albugaily: قردوغان حليف اسرائيل يدعم تنظيم داعش في سوريا ومع ذلك لم يغضب عليه أحد ويهدده كما يفعل مع مصر التي تواجه الإرهاب بشكل عام…,semeval
4,0,1,1,شرح تثبيت نظام ويندوز 10 (الفورمات) + نصائح مهمه بعد التثبيت |2017|:,semeval
4,0,1,0,#عدسة_الدرر_الشامية#حلب_تبادوصول دفعات جديدة من  المهجرين من أحياء حلب الشرقية https://t.co/T2Y4TMFl1L,semeval
4,0,1,2,من فيسبوك..ميزة جديدة لإخفاء الاعلانات المزعجة || https://t.co/xASGVgO5zw,semeval
4,0,0,0,ملاحظة غريبة عندما نطالب بشفافية التمويل فان انصار مرشحين محددين يثورون ويكيلون الشتائم يكاد المريب ان يقول خذوني,astd
2,0,1,2,@12Looshi يالبيه بس غوتشي غوتشي,semeval
4,0,2,1,بعد عامين شر.. جانا صوت من وسط الشجر.. قال خلاص عهد الظلم مر .. الباطل راح والحق انتصر .. ورد الحاج كرر يا علاء.#بنغازي,semeval
4,0,1,1,#اردوغان في لقاء نادر على الاسرائيلية الاولى: لو اسرائيل أبعدت اسلحتها عن #الضفة و#غزة، #حماس لن تصوب سلاحها على #اسرائيل,semeval
1,0,2,2,ايوه الحين يزين الدوام مع لعبة #SuperMarioRun,semeval
4,0,1,1,مكتبات العبيكان السعودية بمصر تطلب اداري و HR https://t.co/gJI0Hc03Xg https://t.co/zXmNsQFo2P,semeval
4,0,1,1,@realmadridarab مفيش واحده #MannequinChallenge في عقر دارهم,semeval
4,0,1,2,@RamyAyach حصل البوب ستار #رامي_عياش على درع تكريمي من قبل اللجنة الطلابية في https://t.co/KENZzAoCoMالجامعة الا... https://t.co/DTHpCNxYU5,semeval
4,0,1,1,موعدنا يوم الأحد 4/12 أمام بيت الوسط لنطالب بحقوقنا ورواتبنا ،كل ينسق مع رفاقه و #على_الوعد_مكمل_دربك #سعودي_أوجيه  #سعودي_اوجيه_بدون_رواتب,semeval
4,0,1,1,#ليبيا  «البينان»: مقتل 7 «دواعش» بعد صد هجومهم في الجيزة البحرية https://t.co/Dw6eVPetrW #اخبارليبياالان #سرت,semeval
4,0,2,2,سأتجه الآن إلى الملتزم (بين الحجر الأسود و باب الكعبة) هناك يستجاب الدعاء و هناك لصق النبي جسده بالكعبة و دعا الله كثيراً سأدعو لكم كثيراً,astd
4,0,1,0,شاهد احمد الشيخ يطلق تحدي المانيكان ثم يصاب اصابة قوية https://t.co/w2Sh3eZ2OP https://t.co/ED5H2daH6t,semeval
4,0,1,1,RT @alaraby_ar: وزيرا نفط إيران والعراق لن يحضرا محادثات إسطنبولhttps://t.co/K4IoYIBGtiالموقع البديلhttps://t.co/N9YkDo4N9T,semeval
4,0,1,2,أخبارنا تكنولوجيا | أبل تكسب معركة ضد سامسونغ بشأن براءات - سجلت أبل فوزاً غير متوقع على سامسونغ مع إعادة محكمة... https://t.co/udVBxsiLUC,semeval
4,0,2,2,RT @FCBW_A7: غوميز : نستمتع كثيراً في التدريبات في وجود ميسي و نستمتع أكثر حينما يُقدم لنا أشياء جديدة,semeval
4,0,1,1,ماذا قال الرئيس العراقي #صدام_حسين عن #فلسطين قبل استشهاده ! https://t.co/YHJVwNZAhl,semeval
4,0,1,1,دائرة الإحصاء المركزية في دولة #الاحتلال تنشر إحصائيات تؤكد فيها تساوي معدل الولادة بين النساء اليهوديات... https://t.co/suBixmtTg0,semeval
4,1,0,0,مقنبعه بين اردوغان و طفل ايران العبادي ههههههههههههههههههههههههههههههههه,semeval
4,0,1,2,أوباما وقادة أوروبا يتعهدون بمواصلة التعاون عبر «الناتو»https://t.co/L16nC6QqgW#الناتو #أمريكا https://t.co/KNI1pVCg7s,semeval
0,0,2,2,@REAMa_sa انا كبنت احب الش ر المجعد واسويه بالرغوه مثلها واهو طويل وقصير وفي بعض رجال يحبون الشعر اللي مو مرتب مثل ميريام فارس,semeval
4,0,1,1,#عادل_إمام و #هنيدي و #رمضان و #سمير_غانم وحضور كثيف للنجوم في عزاء #محمود_عبدالعزيزشاهد بقية الصور:… https://t.co/RNTYfRyYuA,semeval
0,0,1,1,678 ماحدش يجبرك على حاجة روحي الفيلم الكويس وقاطعي الوحش,astd
0,0,0,0,عين تدمع وقلب يحزن ولسان يتلعثم وإلى الله المشتكى!#القدس#حلب#الموصل#فلسطين#سوريا#العراقكان الله في عونكم ؛ الله ينصركم على الظالمين💔,semeval
4,0,2,2,73 الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو #صيعري #صحافه #اعلام,astd
0,0,1,0,الخلاف حول سورية يطيح زيارة بوتين الفرنسية https://t.co/X5QnscfPk0,semeval
4,0,2,2,RT @Sir_HussIsco: خضيرة مع ريال مدريد كان يقوم بنفس أدوار فيدال وبشكل أفضل من التشيلي برأيي وكان من الأسباب الرئيسية بفوزنا بالليغا ونجاح ف…,semeval
0,1,0,0,3 الجزيرة ولا حاجة جنب قناته الشملولة اون تى فى الى بتتوقع الكوارث قبل حدوثها وتسبق لموقع الحدث,astd
4,0,1,0,#تركيا: تقييد الأذان في #القدس أمر لا يمكن قبوله https://t.co/NfbZUnBNhQ,semeval
4,0,1,2,RT @BMA_6: #افضل_مباراة_تنس_شاهدتهافيدرر ضد جوكوفيتش نص نهائي فرنسا https://t.co/nT6mL7FPaI,semeval
4,0,1,0,RT @alaraby_ar: وقف الاقتتال في سورية من دون حل سياسيمركز حرمون للدراسات المعاصرة#مقالاتhttps://t.co/KzV7nJBxnvالموقع البديل: https://t…,semeval
4,0,0,0,يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى,astd
4,0,1,0,#ريف_حماة #الجيش_السوري يستهدف بالرشاشات الثقيلة تحركات الأرهابيين في قرية حربنفسة جنوب #حماة مما أسفر عن مقتل وإصابة عدد منهم.,semeval
4,1,1,0,@oamaz7 @KHALED_KJO @Abmalgarni اليمني ما استخدم خرايط غوغل والا كان صاد القاعدة!استخدم خرايط آيفون 😜😂😂😂,semeval
4,0,1,0,عثر عمال قسم الإنارة على لغم أرضي موصول بأحد أعمدة الإنارة في طريق المطار في مدينة #بنغازي أثنـاء أعمال الصيانـة كا… https://t.co/nqfQVypTkQ,semeval
4,0,1,1,برشلونة يستهدف التعاقد مع خليفة بيكيه https://t.co/O7FAwRD7DP,semeval
4,0,1,1,أوباما يقول إنه سيشجع ابنتيه إن أرادتا الانضمامhttps://t.co/d5WmpbkNZwصرح الرئيس باراك أوباما يوم الأربعاء إنه سيشعر بالفخر إذا قررت ا…,semeval
4,0,0,0,@MaktabaAmma الدعاية التجارية ترفع الكتاب ولو كان المضمون تافه او غير مفيد، مثل سلسلة هاري بوتر وغيرها،فبعض الناس تبحث عن ما لا يجعله يفكر,semeval
4,0,0,0,RT @madrid2018: تمنيت لو ان فهد مثل ميسي .. ولكن طلع مختلف تماما !! https://t.co/5uO5OJxMFS,semeval
4,0,2,0,الحمد لله على نعمة الإسلام وقائد الحزم سلمان 💚فالاختلاط لا يطعم فقيرا و لا يحمي ضعيفا و لا يستر عاريا بل يفضح ! #ماذا_لو_المدارس_مختلطه,semeval
0,1,0,0,@Abdulkhaleq_UAE عليك من الله ماتستحقمستشفى لعسكر بوتن المجرم وتريدهم يعتذرون !!,semeval
4,0,1,2,"RT @AJArabic: شركة #غوغل تسجل دخولا قويا في عالم الهواتف الذكية بإطلاقها ""بكسل"" الذي تفرد بكاميرته الأفضل بالمقارنة مع منافسيه https://t.co…",semeval
4,0,0,0,عصام سلطان فضل عشر سنوات عامل نفسه منشق وضد الاخوان وبعدييين بعد الثوره اتضح انهم منهم ولا انشق ولا يحزنون,astd
4,0,0,0,مرسى لم يعد رئيسًا لخروجه على الشرعية وقراراته غير ثورية,astd
4,0,1,0,أزمة بين #أوبر و #كريم وسائقي سيارات الأجرة بالأردن.. الحكومة تدخَّلت لصالح من؟ https://t.co/OLN959KPTl https://t.co/wb4erL7o95,semeval
0,0,2,2,كله الا #القدس,semeval
4,0,0,0,وجاء اليوم الأسود على مصر ورفعت أسرائيل علمها على أرض عمرو بن العاص https://t.co/mwe5fk3aXI,semeval
0,0,1,2,@0z0z8 @ALMRISEUL @AAljahlan ريال مدريد بطل أوربا 98الرجاء بطل أفريقيا 98النصر بطل آسيا 98وكلهم لعبوا كأس العالم عام2000 ركز يا طاقية,semeval
4,0,0,0,RT @wenak_20: المتعه افضل من الزواج لهتك اعراض عامة #الشيعهعبث باسم الاسلام  https://t.co/467OZZvvz4,semeval
4,0,1,1,إذاعة سورية “مؤيدة” تنافس قناة الجزيرة القطرية وتسبق محطات عالمية.. من هي ؟ https://t.co/d8bnVWixve,semeval
4,0,1,0,@sadona_batoga غوتشي ام جيفنشي! هيا ابتعدي هناك,semeval
4,0,1,0,سبوتنيك: أوباما يعلن حالة الطوارئ في فلوريدا: قال البيت الأبيض اليوم الخميس، إن الرئيس باراك أوباما أعلن حالة... https://t.co/N2BmcY9MHR,semeval
4,1,0,0,الحد الأدنى والحد الأقصى #فسسسسسس,astd
4,0,0,0,مازلنا نعيش عهد اللافعل,astd
0,1,0,0,@ajmubasher ده اتحاد للعلماء المعرصين المتأسلمين التجار بتوع الريال والليره. رعاة الناتو وداعش والنصره,semeval
0,0,2,2,@cdnmai يحيا بوب ديلان ٣ مرات هههه,semeval
1,0,1,1,كان وده يسوي #MannequinChallenge بس ماضبطت وياه https://t.co/txT8L7WB0S,semeval
4,0,1,1,نرجو من #اوبر @Uber_KSA تغير سياسه ال 8 ريال كحد أدنى وجبرها لعشره ريالات لانها محرجه الضيف والسائق,semeval
4,1,0,0,@alalam_news بريطانيا هي منبع الإرهاب ومؤسسة الفتن والتفرقة بين الدول والأحزاب وليس لديها أي إنجاز مشرف في السلام.  #داعش #بريطانيا #إرهاب,semeval
1,0,1,1,@EssiRMA بالعكككس .. ماشفتي مباراة ريال مدريد وتشيلسي كيف كان الحضور ! 😃,semeval
4,0,1,0,@Kalmuqdad لا عليك استاذ نحن في الجزائر نسميهم ابناء فرنسى و فعلوا فينا مالم تقدر عليه امهم فرنسا,semeval
4,0,1,0,@beINSPORTS_MENAالغابوني لولانفاق الاعلام الغربى والجذور الافريقية لكان ثمنه من أغلى لاعبى العلم,semeval
2,0,1,2,اديش كان في ناس عالمفرق تنطر ناس وتشتي الدني ويحملو الشمسية وأنا بأيام الصحو ما حدا نطرني #فيروز https://t.co/P1I6KWtUD7,semeval
2,1,0,0,@qussady @Al36fa بوتن .... لكن الله يستر مايزعل علينا اخوتنا اللبرالين العرب ويقولون اننا عدائين واقصائين.....,semeval
0,0,2,2,#ديربي_المرسيسايد بالتوفيق لزعيم بريطانيا #ليفربول ❤️❤️,semeval
4,0,1,2,RT @aldiyaronline: ريال مدريد يطلق مشروعه لتحديث ملعب سانتياغو برنابيو بتمويل من امارة ابوظبيhttps://t.co/zEJWDJYkCX#نتيجه_الاخضر_مع_الا…,semeval
4,0,0,0,إرهاب ملالي إيران يفوق إرهاب داعش خسة وتهديدا للعالم فلما يسكت عنه المجتمع الدولي ؟؟؟,semeval
4,0,1,1,شاهدي Barbie بيونسيه الأقرب للواقع!ما رأيك؟ https://t.co/ojc8BKl8s4 https://t.co/hPhCE7wW4l,semeval
4,0,2,2,ابراهيم عقل نموذجا! #,astd
0,0,1,2,إنفوجرافيك.. أبل تتصدر قائمة أعلى الشركات قيمةهاشتاق عربي- تواصل شركة أبل تصدر الشركات ا… https://t.co/G4Cm6W2g8n https://t.co/pavCjJsznG,semeval
0,0,1,0,#فيلم_نفسك_تعيش_قصته #___,astd
4,0,2,2,السيدات حجّه وعائشه ومريم بنات أحمد الشيخ من النساء اللواتي يمثلن المرأه الرشيديّه الأصيله الفاضله والكريمه فلهن كل معزه وتقدير#بقلمي,semeval
4,0,1,1,@EGYPTAIR من خلال المكتب في ابردين,semeval
0,1,0,0,ضد الانقلاب: اعتداءات وحشية على المتظاهرين المتجهين للتحرير مع الانقلاب: الله يرحم العصير والجوايز للمتظاهرين فى التحرير,astd
4,0,0,0,": أنا أنتظرك لأنني لا أجد شيئاً آخر يُسليني في غيابگ عنّي ! #اعترافات_ليلية""",astd
0,0,0,0,-ضحايا استهتار الحكومة!-ضحايا اللامبالاة الشعب!-ضحايا المسؤوليين الفاشلين !-ضحايا الفساد؟كان ذنبهم الوحيد انهم… https://t.co/krRJL1iPjZ,semeval
0,0,0,0,#فريدة_الشوباشي لـ #عمرو_اديب: رأيي انت عارفه عايزيني أقوله تانى علشان اتحبس #كل_يوم​| #ON_Ehttps://t.co/ZGZgzYeruX,semeval
4,0,0,0,روسيا تحرق سوريا https://t.co/LDUv5L88DX #السعوديه_تقنت_لحلب,semeval
4,0,2,2,#عبد_الفتاح_السيسي @AlsisiOfficial يهني باختيار #جوتيريس سكرتير عام ل #الأمم_المتحدةhttps://t.co/Ff3WNWVwYq… https://t.co/2gns4eH3YS,semeval
4,0,1,2,RT @TustarNet: بالصور: أهل الأحواز يتحدون إيران ويتضامنون مع حلب -... https://t.co/mPqMe8YNZj,semeval
2,1,0,0,RT @karim_bahna: انت يا سلمانو يا راعي الإرهاب العالمي✔✔ وارهابك على اليمن وشعبه 😠😠😠😠😠سنرده لك بأذنه تعالى ✌ ✌ ✌#من_دمشق_هنا_صنعاء https…,semeval
4,0,0,1,RT @RRRa20_: #شرك_الرافضه_في_عاشورا فرق بين النور والظلام العباده والشرك اللهم نحمدك ونشكرك على فطرة الاسلام https://t.co/qTdQn7D5de,semeval
4,1,0,0,أدعو المجتمع السكندري لإعادة أكشاك النبي دانيال وحماية بائعيه وعدم التفريط في تراث اسكندرية من أجل محافظ مصاب بالحول الفكري وخلل الأولويات,astd
4,0,2,2,سيلفي للفنانة 👇الذهبية #نوال_الزغبي @NawalElZoghbi باطلالة رقيقة جميلة صباح اليوم 💋❤🌹صباح الخير 😍 https://t.co/r5UMIAhRnd,semeval
4,0,1,1,عاجل | مجلس الأمن يوافق بالإجماع على قرار لإرسال مراقبين إلى #حلب الشرقية,semeval
4,1,0,0,الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات,astd
2,0,1,0,مجلة فورين بوليسي : سياسة ترامب في سوريا ستنتهي بالقضاء على المعارضة المعتدلة و زيادة التطرف و نفوذ إيران و حزب ال… https://t.co/NejjJVPoYw,semeval
4,0,2,2,14 يوم على افضل واقوى العروض والهدايافي #Christmas #FIFA17,semeval
4,0,0,0,#غزة: مريضات سرطان الثدي يحمّلن إسرائيل المسؤولية عن حياتهنhttps://t.co/g4Gsyt8XOt https://t.co/0XmU7QjjIQ,semeval
4,0,1,1,RT @Rymyh_24: #السعوديه_الامارات #المنتخب_السعودى#فهد_المولد سيلفي ميسي مع هدف صديقه فهد المولد 😁👍🏻⚽️ https://t.co/5pUfX843HI,semeval
4,0,1,1,ترقبوا نصف النهائي الثاني لكأس العالم للأندية 2016FIFA ..كلوب أميركا 🇲🇽 - ريال مدريد 🇪🇸معلومات قبل المواجهة⬇️https://t.co/fq7IM3jEyM,semeval
4,0,1,1,RT @218Tv: #218TVظل المصور يظهر على جناح طائرة تهبط منها هيلاري كلينتون#مصور #ظل #طائرة #هيلاري_كلنتون https://t.co/GLeRVIHhZ6,semeval
0,0,0,0,المذيعة: استقبلت السفير الإسرائيلي إمبارح ليه؟اردوغان: واحد عضو حلف الناتو، ومصاحب الصهاينة من زمان عاوزاه يطلع إي… https://t.co/N3cEaOd6tz,semeval
4,0,1,2,أحمد حلمي يوجه رسالة شكر لـ #مهرجان_القاهرة_السينمائيhttps://t.co/EnXBIIeGPS#روتانا #مشاهير ahelmy,semeval
0,1,0,0,#مصر مش تكية !!! يا #هاشتاج يا #إبن_المثالية,astd
4,0,1,0,"RT @IranObs_ar: #المرصد_الايراني#الأخبار | الأحياء الفقيرة موطن 11 مليون أسرة إيرانية""ترجمة خاصة""https://t.co/ftu4FrVESh",semeval
4,0,1,0,"😂😂😂 "": بالفيديو: #توفيق_عكاشة: #هيفا ولية ناشفة """,astd
4,1,0,0,الإصرار علي الإستفتاء في ظل وطن ممزق وغليان شعبي وغياب أمني وقضاء معطل واعلام محاصر هو انعدام للإحساس بالمسؤولية نحو مصر,astd
4,0,0,0,RT @dta33an: عندما اسقطت امريكا قنبلة هيروشيما ماذا حدث؟... #الارهاب_صناعه_امريكيه_لاسعوديه https://t.co/uxVpdq2RCr,semeval
0,1,0,0,قمة المسخره #الببلاوى بيقول انا ليا ملاحظات على قانون التظاهر :) ياعم هو انا اللى مطلعه ؟!,astd
0,1,0,0,#السيسي يفضل سيسي وخسيس https://t.co/hQk2cFvrGv,semeval
4,0,2,0,يا #حلب أنتي عنوان الصمودبإذن ربـي ، لا لن .. تسقطـين ٰرغـم  حلف ، الروافض واليهودرغـم  بوتـن و #بشار .. اللعين,semeval
4,0,1,1,#صور: جانب من المسيرة التي نظمتها حركة #حماس في مخيم جباليا شمال قطاع غزة رفضا وتنديدا لمنع الاذان في #القدس والداخ… https://t.co/CZ5ZMZr9Fr,semeval
4,0,1,2,“كيف تحمي هاتفك الذكي بنظام أندرويد من القرصنة؟” by @Arabi21News https://t.co/GXqyjYWih0,semeval
4,0,0,0,RT @Qwt_Alrad3: هؤلاء هم قتلة #حلب اليوم يستنكرون مجزرة #صنعاء‼ https://t.co/I14yRPPtaO,semeval
4,0,1,1,٨ مدن تدفع لك المال مقابل العيش فيها https://t.co/YkA8M3ghEl عبر @YouTube #UCLdraw#Christmas#التقاعد_المبكر#مانشستر سيتي#باير ليفركوزن,semeval
4,0,2,2,قال النبي صلى الله عليه وسلم الإسلام أن تعبد الله ولا تشرك به شيئا وتقيم الصلاة وتؤدي الزكاة المفروضة وتصوم رمضان   - صحيح البخاري ﷺ #ﷺ,semeval
4,0,2,2,❤❤ عشق #اليسا,semeval
4,0,1,1,فيديو: #عادل_امام يقدم واجب العزاء لعائلة النجم #محمود_عبد_العزيزhttps://t.co/NXgcSt0X8l#البوابة https://t.co/F7t0nCxwzq,semeval
1,0,0,0,#قياده_السيارههذي الأشكال من سواقين #اوبر و #كريمالي يبغونا نطلع معاهم بدل مانروح بكرامه لحالنا بدون ايذاء من أحد… https://t.co/X67xI9FFYn,semeval
4,0,1,1,#اليمنية| #فرنسا تقول قرار #الأمم_المتحدة بشأن حلب خطوة أولى وتطالب #سوريا وحلفاءها بتنفيذهhttps://t.co/JwJFsCVfeh,semeval
4,0,0,1,#كاسترو: القتلُ بعد الوفاة | ربيع بركات http://https://t.co/0ryMoHrCMl  #السفير_جريدتكhttps://t.co/5n9LsxwIXS,semeval
4,0,1,1,سلام رامي . أنا كنزا من الجزائر راسلتك كدا مرة لكنك ما رديتش عليا فادا كنت رامي عياش الحقيقي رد عليا و لو بكلمة أرجوك .,semeval
4,0,1,2,صور ١٦١٢١٩ || جويو من تحديث فيسبوك TC Candler كاحد 'اكثر ١٠٠ وجه جمالًا لعام ٢٠١٧ ' والنتيجة ستكون في ديسمبر ٢٧👉… https://t.co/VNBfrQh5ce,semeval
4,0,1,2,شاهد.. نجوم #SNL بالعربى يفاجئون لميس الحديدى بتقليدها #عمرو_أديب على الهواء  https://t.co/QCw0uB1pm8 https://t.co/7sPpoB0AV2,semeval
0,0,0,0,"فيسبوك بيحب يقلب عليا المواجع:"""""""""""""""") https://t.co/Ttgbeyd48t",semeval
4,0,1,1,الكثير من المدنيين في حلب الشرقية رفضوا مغادرتها واصروا على البقاء تحت حماية الجيش السوري في حلب، البعض منهم طلع الباصات ثم نزل منها رافضا.,semeval
4,0,0,1,عادت حملة التشويه و الأكاذيب بقوة أجهزة النظام السابق تعمل بنفس الكفاءة نظام يحاول قمع الفكر المخالف هو نظام ترتعد فرائصه الثورة ستنتصر,astd
0,0,0,0,تظاهرة كرداسة #مصر اليوم نصرة لأهلنا في #حلبوالهتافيا الله يا قهاراهلك #السيسي و #بشار#مات_ضمير_العالم… https://t.co/zGEd4eP0jO,semeval
4,0,2,2,خُلقت مبرءاً من كل عيبٍ ،، كأنك قد خُلقت كما تشاء #سيدنا_النبي,astd
0,1,0,1,هوة بالنسبة للأقباط انتوا نسيتة مذبحة #ماسبيرو واللى كان بطلها المجلس العسكر اللى كان #السيسى فيه وكان رئيس,astd
0,0,0,0,مين بين كل الناس اللي اتصدمت في تأييدهم للسيسي صدمتي في #حمدي_قنديل لا توصف!! وتأكيد على مبدأ: #أوعى_تتفاجيء !!,astd
0,0,0,2,كنت بعيط لما حلقة بوكيمون تفوتنى ياريت نرجع  اطفال تانى https://t.co/MYsV14cQWc,semeval
4,0,1,0,هذه شهادات ممن نجوا من السجون #الاانظمة_العربية و #الاحتلال جميعها واحدة وتكمل بعضها البعض1#IVD #حزب_الانتفاضة https://t.co/EIx8Jenj0b,semeval
4,0,1,2,@sadoon72 تجربتي من الشراء من امازون البريطاني مقارنة بالامريكي اقل ب ٢٠ الى ٣٠٪لنفس السلع,semeval
4,0,1,1,#اليمنية| بالصور.. تدشين برنامج غسل اليدين بمدرسة الشهيد #جعفر بـ #التواهيhttps://t.co/VxKFoHj8SM#التحالف_العربي_سند_اليمن,semeval
4,0,1,2,جوجل تعمل على دمج نظام أندرويد في السيارات https://t.co/Sq8L5BGXtC,semeval
2,0,2,2,طلعنا من حلب الشرقية بسلام والحمدلله,semeval
0,0,1,1,"#ذكريات_مدرسية #جيل_الثمانينات لن يفهما غير العباقرة "" كنت عامل بيه غسالة",astd
4,0,1,1,رئيس #مهرجان_القاهرة_السينمائي تكشف مفاجأة عن حضور #سما_المصري لحفل الافتتاحhttps://t.co/tXpMQ8g2vX https://t.co/nV6SaZSAGk,semeval
4,0,1,0,مستوطنون يقتحمون المسجد #الأقصى المبارك تحت حماية قوات #الاحتلال https://t.co/kDWiH2y1kn,semeval
4,0,1,1,مازالت أمامنا فرصة لإثبات فقدان هذا المجلس للشرعية: العمل من أجل استقالة نواب المعارضة والمستقلين مصداقيتنا في أفعالنا,astd
4,0,1,1,"""أبل"" تحذف Dash https://t.co/r5xlTTCqUW https://t.co/05WyMLHY4Z",semeval
0,1,0,0,#يوسف_الحسيني إعلامنا نكدي والمسئول الأول عن حالة الكأبة الموجودةعلى وشوش المصريين #السادة_المحترمون …,astd
4,0,0,0,انقلاب ضد الاسلام أغلقوا القنوات الإسلامية وفتحوا القنوات الإباحية ويجدون من يصفق لهم ويهتف لسيسي,astd
0,0,1,1,نظام بشار الأسد يستخدم مسلسل (Game of Thrones) الأمريكي لاستقطاب السياح إلى حلب https://t.co/PRxzisJWCQ,semeval
4,0,2,1,لعبة #بوكيمون_جو تحصل على تحديثات جديدة#الاخبار_التقنيةhttps://t.co/rkcI7j1ujt https://t.co/WDKy6plGsI,semeval
4,0,1,0,«الهلال الأحمر» تطلق « #صرخة_حلب » لدعم النازحين السوريينhttps://t.co/YwJ1GVXor0#حلب_تباد_بصمت_عربي_ودولي#حلب_يالله_ليس_لهم_غيرك,semeval
0,0,0,0,#ذات_مومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى :/ اصلا عادي,astd
4,0,1,1,RT @daloaqana1: عااااااجلكافة تفاصيل مواجهة الاهلى برشلووونةالتفاصيلhttps://t.co/0JjSbXRx3t #الاهـلي_برشلونه,semeval
4,0,1,1,#فيدرر سيكون في دبي نهاية العام لذلك واقعيا يمكن له ان يلعب في مبادلة خصوصا انها تنتهي 31/12 في حين ان اول مباراة ل… https://t.co/ie9SSSL57h,semeval
4,0,0,0,أوقات لازم تشيل التفاحة الصالحة من السلة المليانة تفاحات فاسدين#ابو_صعب #حكومة_لبنان,semeval
2,0,1,0,حمى الاعتقال فاقت الواقع والخيال,astd
4,0,0,2,في مثل هذا اليوم 29 اغسطس استشهد البطل عملاق الفكر الاسلامي #سيد_قطب بعد ان اعتقله عبد الناصر وقتله ظلما …,astd
2,0,1,0,واقعاً معاشاً لبنان هو بلد محتل من قبل إيران بواسطة جيشها المحلي المسمى حزب الله https://t.co/4rzuwGxiwa via @LCCC,semeval
4,0,1,0,"""فيتو"" روسي يفشل مشروع القرار الفرنسي بشأن سوريةhttps://t.co/o0zyiqvYuCالموقع البديلhttps://t.co/5c8XrBf06O",semeval
4,0,0,0,انتهاك حرمة المسجد الأقصي علي يد الصهاينة جريمة لن يغفرها التاريخ لكل الصامتين و السؤال عن الدور المصري أصبح مطروحا بقوة,astd
4,1,0,0,رفض التلفزيون المصري ظهوري في برنامج عمرو خالد حملة التعتيم و التشويه مازالت مستمرة,astd
4,0,1,0,محمد حمد زكي يتخطي رقم احمد الشيخ في خروجة عن قايمة المباريات,semeval
4,0,1,1,@Samar__Sayed غوتشي,semeval
0,1,1,1,اكثر صورة ضحكتني اليووم #ترامب #السعودية #Trump #Santa #Christmas  #WhiteChristmas https://t.co/u31F4XTUjz,semeval
4,0,2,2,بـ مناسبة الفوز ب كأس رئيس الدولة 💛😂#الوصل #MannequinChallenge https://t.co/q0CKc87tGm,semeval
0,0,0,0,طلعني انا كمان من المنشنكل اللي بتفكر فيه جنس ومخدرات الذعر الجنسي ده هو اللي مأثر عليكم,astd
2,0,2,2,بغنيلا وبدئلا وغير بحبك مابئلا #رامي_عياش,semeval
4,0,1,0,حملة هيلاري كلنتون تؤكد وجود سماسرة اردنيين يشترون اصوات لترامب وخصوصا باوهايو 😂,semeval
4,0,1,1,تركيا تنفي إبرام «صفقة» سرية مع موسكو حول سوريا https://t.co/sdSfn4hMUP #الكويت,semeval
